Campaign name	Campaign ID	Product ID	Creative type	Video title	Video ID	TikTok account	Time posted	Status	Exploration secondary status	Authorization type	Cost	SKU orders	Cost per order	Gross revenue	Product ad impressions	Product ad clicks	Product ad click rate	Ad conversion rate	2-second ad video view rate	6-second ad video view rate	25% ad video view rate	50% ad video view rate	75% ad video view rate	100% ad video view rate	Currency
PIANO AND KEYBOARD BENCH	1872052711552082	1730935625172619310	Video	"🎹 Tired of back pain while playing your keyboard or piano?
Upgrade your setup with the 5 Core X-Style Padded Bench — built for comfort, stability, and style!

✅ Ultra-thick cushion for long practice sessions
✅ 4-level adjustable height for all players
✅ Strong X-frame supports up to 340 lbs
✅ Foldable & portable — perfect for gigs or studio

Whether you're jamming at home or playing on stage, this bench is your perfect music partner.
🎵 Tap “Shop Now” and elevate your performance! #gamingchair #portablestool #counterstools #wellnesstools #foldablestool #babychair #weightbench #collapsiblestool #adjustablestand #keyboardreview #TikTokMadeMeBuyIt #MusicGear #PianoBench #KeyboardSetup #StudioEssentials #MusicianLife #PracticeMakesPerfect #GigReady #MusicLovers #ComfortFirst #AdjustableBench #FYP #AmazonFinds #MusicTikTok #XStyleBench"	7520341151157685518	5 Core Inc	2025-06-26 14:24	Ineligible	Authorization needed	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
KEYBOARD STAND	1872054276884850	N/A	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.170	0	0.000	0.000	0	0	0.00%	0.00%	-	-	-	-	-	-	USD
KEYBOARD STAND	1872054276884850	1730941349160914990	Product card	-	N/A	-	-	Exploring	Exploring	N/A	6.891	0	0.000	0.000	8724	155	1.78%	0.00%	-	-	-	-	-	-	USD
DRUM MIC	1871983978647873	1732077476688990254	Product card	-	N/A	-	-	Exploring	Exploring	N/A	9.046	0	0.000	0.000	10103	118	1.17%	0.00%	-	-	-	-	-	-	USD
A FRAME GUITAR STAND	1872069106454578	N/A	Video	Save space and stay organized with this double guitar stand that securely holds two instruments at once. Built with a heavy-duty steel A-frame and reinforced joints, it’s designed for long-lasting performance at home, in the studio, or on stage. Non-slip rubber feet provide strong stability, while soft padding on all contact points protects your guitars from scratches and dents. The adjustable width design fits a wide range of instruments including acoustic, electric, bass guitars, and ukuleles, making it a versatile addition to any setup. #guitarstand #doubleguitarstand #guitaraccessories #guitargear #musiciansoftiktok #guitartok #guitarsetup #homestudio #musicgear #acousticguitar #electricguitar #bassguitar #ukulele #bandlife #gigsetup #musiclife #guitarplayer #instrumentcare #musicstudio #stagegear #guitarlovers	7631621393582476557	5 Core Inc	2026-04-22 11:29	Ineligible	Authorization needed	N/A	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
SPEAKER STAND	1872055844656625	1730941329485172782	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.948	0	0.000	0.000	2991	55	1.84%	0.00%	-	-	-	-	-	-	USD
SPEAKER STAND	1872055844656625	1730941358078201902	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.654	0	0.000	0.000	2979	54	1.81%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1730935693601902638	Video	Silla suave para que estés sentado cómodamente #TikTokShopFallDealsForYou #ElevatedHome #TikTokShopLaborDaySale #TikTokShopRestock #dealsforyoudays 	7553457147317734670	Silvia502	2025-09-23 20:11	Ineligible	Unavailable	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
A FRAME GUITAR STAND	1872069106454578	1731762736129216558	Product card	-	N/A	-	-	Exploring	Exploring	N/A	4.503	0	0.000	0.000	1757	18	1.02%	0.00%	-	-	-	-	-	-	USD
INSTRUMENT MIC	1872049658674578	N/A	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.000	0	0.000	0.000	0	0	0.00%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1731720237410717742	Product card	-	N/A	-	-	Exploring	Exploring	N/A	7.911	0	0.000	0.000	5216	44	0.84%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1731036643763064878	Video	"🎹 Perform with power and comfort – meet the 5 Core X‑Style Adjustable Keyboard Bench!
✨ Plush 2.5″ thick padded seat—no more numb bottoms.
📏 4-step height adjustment (12″–20″)—ideal for all musicians.
💪 Heavy-duty X‑frame supports up to 340 lb with anti-slip feet.
🚗 Folds flat—must-have for gig gigs, studio sessions, and home practice.

From long practice sessions to live shows, this bench has your back (literally).
🎵 Tap “Shop Now” and upgrade your musical journey!

 #furniture #keyboard #chairs #keyboards #wellnesstools #babychair #keyboardreview #besthighchair #foldablebench #adjustablebase #TikTokMadeMeBuyIt #MusicianGear #PianoBench #KeyboardLife #StudioSetup #MusicianEssentials #PracticeSession #GigGear #ComfortablePlay #AdjustableBench #5CoreGear #FYP #MusicTikTok #PerformanceReady #HomeStudio"	7520350715789839630	5 Core Inc	2025-06-26 15:01	Ineligible	Authorization needed	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
SHEET MUSIC STAND	1872070461416593	1730947800544022574	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.063	0	0.000	0.000	53	1	1.89%	0.00%	-	-	-	-	-	-	USD
TRIPOD MIC STAND	1872057135332658	1732372367079870510	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.887	0	0.000	0.000	3197	50	1.56%	0.00%	-	-	-	-	-	-	USD
PROJECTOR STAND	1872069773823521	N/A	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.130	0	0.000	0.000	0	0	0.00%	0.00%	-	-	-	-	-	-	USD
GUITAR STOOL	1872025698491474	1730952058669862958	Video		7620962164806896909	5 Core Inc	2026-03-24 18:05	Ineligible	Unavailable	TikTok Shop official account	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
SHEET MUSIC STAND	1872070461416593	1730947740630224942	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.016	0	0.000	0.000	35	1	2.86%	0.00%	-	-	-	-	-	-	USD
KEYBORARD STAND BENCH COMBO	1872051299399841	1731036640391434286	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.041	0	0.000	0.000	29	0	0.00%	0.00%	-	-	-	-	-	-	USD
DRUM MIC	1871983978647873	1732077541385998382	Product card	-	N/A	-	-	Exploring	Exploring	N/A	11.539	0	0.000	0.000	10220	124	1.21%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE BACKREST	1872022557764657	1731909775073972270	Product card	-	N/A	-	-	Exploring	Exploring	N/A	10.638	0	0.000	0.000	16231	114	0.70%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1731054780285751342	Product card	-	N/A	-	-	Exploring	Exploring	N/A	4.727	0	0.000	0.000	4497	40	0.89%	0.00%	-	-	-	-	-	-	USD
KEYBOARD STAND	1872054276884850	1730947718949670958	Product card	-	N/A	-	-	Exploring	Exploring	N/A	14.893	0	0.000	0.000	12944	212	1.64%	0.00%	-	-	-	-	-	-	USD
TRIPOD MIC STAND	1872057135332658	1732270960658452526	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.471	0	0.000	0.000	3465	57	1.65%	0.00%	-	-	-	-	-	-	USD
SPEAKER STAND	1872055844656625	1730941311020404782	Video		7620962835232853262	5 Core Inc	2026-03-24 18:08	Ineligible	Unavailable	TikTok Shop official account	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
TRIPOD MIC STAND	1872057135332658	1732270959261290542	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.433	0	0.000	0.000	3391	63	1.86%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE BACKREST	1872022557764657	1731981256397000750	Product card	-	N/A	-	-	Exploring	Exploring	N/A	10.544	0	0.000	0.000	16219	115	0.71%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1730935699041849390	Video		7620961957536910605	5 Core Inc	2026-03-24 18:04	Ineligible	Unavailable	TikTok Shop official account	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1731036635349094446	Product card	-	N/A	-	-	Exploring	Exploring	N/A	6.167	0	0.000	0.000	4426	43	0.97%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1730935717870080046	Product card	-	N/A	-	-	Exploring	Exploring	N/A	10.155	0	0.000	0.000	8624	101	1.17%	0.00%	-	-	-	-	-	-	USD
KEYBOARD STAND	1872054276884850	1730941349160914990	Video		7620962150651104525	5 Core Inc	2026-03-24 18:05	Ineligible	Unavailable	TikTok Shop official account	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
GUITAR STOOL	1872025698491474	1732270961209872430	Product card	-	N/A	-	-	Exploring	Exploring	N/A	1.785	0	0.000	0.000	950	18	1.89%	0.00%	-	-	-	-	-	-	USD
A FRAME GUITAR STAND	1872069106454578	1730947820494622766	Product card	-	N/A	-	-	Exploring	Exploring	N/A	1.360	0	0.000	0.000	990	9	0.91%	0.00%	-	-	-	-	-	-	USD
A FRAME GUITAR STAND	1872069106454578	1731762736129216558	Video	"This heavy-duty A frame metal guitar stand floor offers unmatched stability and durability with its thick steel construction and reinforced welded joints. Adjustable to fit acoustic, electric, ukulele, and bass guitars, this guitar support features soft padding to protect against scratches and dents.

Anti-slip rubberized feet ensure your instrument stays secure. The guitar stand is easy to use, requiring no special tools for setup, and collapses for convenient portability. Designed for longevity with anti-corrosion paint, this A frame guitar holder provides a secure cradle arm to hold any guitar size. Perfect for musicians seeking a reliable and portable solution to safely display and store their instruments. #gymbagessentials #guitargear #pickleballpaddlereview #golfgadgets #motorcyclestand #schecterguitars #golfequipmentreview #bestphoneholder #heavydutybackdropstand #backdropstandkit"	7636546451664801037	5 Core Inc	2026-05-05 18:00	Explored	Performing	TikTok Shop official account	45.011	0	0.000	0.000	1021	17	1.67%	0.00%	24.62%	7.84%	4.32%	1.81%	1.21%	0.60%	USD
A FRAME GUITAR STAND	1872069106454578	1730947826823827502	Video	Guitar stand folding available in many colors. Shop now. 🛒 ##5core##guitar	7530350071158803767	5 Core Inc	2025-07-23 13:44	Explored	Underperforming	TikTok Shop official account	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
GUITAR STOOL	1872025698491474	1732159716210741294	Product card	-	N/A	-	-	Exploring	Exploring	N/A	5.033	0	0.000	0.000	1200	20	1.67%	0.00%	-	-	-	-	-	-	USD
SPEAKER STAND	1872055844656625	1732321200501329966	Product card	-	N/A	-	-	Exploring	Exploring	N/A	6.234	0	0.000	0.000	6901	139	2.01%	0.00%	-	-	-	-	-	-	USD
GUITAR RACK	1872024508866833	1730947815018893358	Product card	-	N/A	-	-	Exploring	Exploring	N/A	27.325	0	0.000	0.000	9461	139	1.47%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE BACKREST	1872022557764657	1731981256397000750	Video		7620961994992045325	5 Core Inc	2026-03-24 18:05	Ineligible	Unavailable	TikTok Shop official account	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
A FRAME GUITAR STAND	1872069106454578	1730947863350579246	Video	Upgrade your setup with this double guitar stand designed to hold two instruments at once without taking extra space. Built from heavy-duty steel with reinforced joints, it delivers long-lasting durability for home, studio, or stage use. The A-frame design combined with non-slip rubber feet ensures maximum stability, keeping your guitars secure at all times. Soft protective padding on every contact point prevents scratches and damage, so your instruments stay in top condition. Adjustable width makes it a perfect fit for acoustic, electric, bass guitars, and even ukuleles. #guitarstand #guitaraccessories #guitargear #musiciansoftiktok #guitartok #guitarsetup #homestudio #musicgear #acousticguitar #electricguitar #bassguitar #ukulele #bandlife #gigsetup #musiclife #guitarplayer #instrumentcare #musicstudio #stagegear #guitarlovers	7631620595695815949	5 Core Inc	2026-04-22 11:26	Ineligible	Unavailable	TikTok Shop official account	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
A FRAME GUITAR STAND	1872069106454578	1730947810896023598	Product card	-	N/A	-	-	Exploring	Exploring	N/A	1.342	0	0.000	0.000	987	9	0.91%	0.00%	-	-	-	-	-	-	USD
TRIPOD MIC STAND	1872057135332658	1730941383581077550	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.060	0	0.000	0.000	2484	36	1.45%	0.00%	-	-	-	-	-	-	USD
SPEAKER STAND	1872055844656625	1732169588704841774	Product card	-	N/A	-	-	Exploring	Exploring	N/A	4.052	0	0.000	0.000	3411	85	2.49%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1731054765958533166	Product card	-	N/A	-	-	Exploring	Exploring	N/A	9.338	0	0.000	0.000	8688	105	1.21%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1730935625172619310	Product card	-	N/A	-	-	Exploring	Exploring	N/A	5.925	0	0.000	0.000	4138	44	1.06%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	N/A	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.080	0	0.000	0.000	0	0	0.00%	0.00%	-	-	-	-	-	-	USD
GUITAR STOOL	1872025698491474	1732321267339923502	Product card	-	N/A	-	-	Exploring	Exploring	N/A	1.762	0	0.000	0.000	899	12	1.33%	0.00%	-	-	-	-	-	-	USD
TRIPOD GUITAR STAND	1872023345120273	1730874901536739374	Product card	-	N/A	-	-	Exploring	Exploring	N/A	27.965	0	0.000	0.000	11096	179	1.61%	0.00%	-	-	-	-	-	-	USD
TRIPOD MIC STAND	1872057135332658	1731768243642077230	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.596	0	0.000	0.000	3483	51	1.46%	0.00%	-	-	-	-	-	-	USD
GUITAR STOOL	1872025698491474	1732267349224755246	Product card	-	N/A	-	-	Exploring	Exploring	N/A	1.280	0	0.000	0.000	865	15	1.73%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE BACKREST	1872022557764657	1731757087308156974	Product card	-	N/A	-	-	Exploring	Exploring	N/A	27.231	0	0.000	0.000	16729	119	0.71%	0.00%	-	-	-	-	-	-	USD
SPEAKER STAND	1872055844656625	1730941350817402926	Product card	-	N/A	-	-	Exploring	Exploring	N/A	3.248	0	0.000	0.000	3140	62	1.97%	0.00%	-	-	-	-	-	-	USD
DRUM MIC	1871983978647873	1732077541343072302	Product card	-	N/A	-	-	Exploring	Exploring	N/A	10.286	0	0.000	0.000	10122	118	1.17%	0.00%	-	-	-	-	-	-	USD
DRUM MIC	1871983978647873	1732077484065591342	Product card	-	N/A	-	-	Exploring	Exploring	N/A	13.932	0	0.000	0.000	10286	123	1.20%	0.00%	-	-	-	-	-	-	USD
GUITAR RACK	1872024508866833	1730947823566032942	Product card	-	N/A	-	-	Exploring	Exploring	N/A	28.942	0	0.000	0.000	9622	145	1.51%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1730935717870080046	Video	Play longer, play stronger 🎶 5CORE Drum Throne | 3" thick padded seat + adjustable height | Perfect for drummers, guitarists & all musicians 🪑 Comfort + stability you can trust 🛒 Shop now on TikTok! #5CoreAudio #DrumThrone #MusicianGear #StudioSetup #GuitarStool #DrummersLife #ProAudioGear #TikTokShop #TikTokMadeMeBuyIt	7541798231081110798	5 Core Inc	2025-08-26 08:00	Explored	Performing	TikTok Shop official account	60.805	0	0.000	0.000	1211	10	0.83%	0.00%	22.44%	6.31%	2.22%	1.11%	0.94%	0.60%	USD
TRIPOD MIC STAND	1872057135332658	1730941372173815854	Video		7620961908308462861	5 Core Inc	2026-03-24 18:04	Ineligible	Unavailable	TikTok Shop official account	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
A FRAME GUITAR STAND	1872069106454578	1730947837900066862	Product card	-	N/A	-	-	Exploring	Exploring	N/A	5.309	0	0.000	0.000	1686	19	1.13%	0.00%	-	-	-	-	-	-	USD
SHEET MUSIC STAND	1872070461416593	1730947706093867054	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.013	0	0.000	0.000	26	0	0.00%	0.00%	-	-	-	-	-	-	USD
TRIPOD MIC STAND	1872057135332658	1732176306593632302	Product card	-	N/A	-	-	Exploring	Exploring	N/A	3.529	0	0.000	0.000	4015	62	1.54%	0.00%	-	-	-	-	-	-	USD
DESKTOP MIC	1871983617697873	1730952076306714670	Video		7569534863175421214		2025-11-06 04:02	Ineligible	Unavailable	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
DRUM THRONE	1871985994267697	1730935651718828078	Product card	-	N/A	-	-	Exploring	Exploring	N/A	8.361	0	0.000	0.000	8515	98	1.15%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1731054780285423662	Product card	-	N/A	-	-	Exploring	Exploring	N/A	5.569	0	0.000	0.000	4519	42	0.93%	0.00%	-	-	-	-	-	-	USD
TRIPOD MIC STAND	1872057135332658	1732295155895734318	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.167	0	0.000	0.000	2824	50	1.77%	0.00%	-	-	-	-	-	-	USD
A FRAME GUITAR STAND	1872069106454578	1730947837900066862	Video	#5core #guitarstand #greatquality #forfloor #adjustable 	7563060561676717342	narbada48	2025-10-19 17:17	Ineligible	Authorization needed	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
SPEAKER STAND	1872055844656625	1731767322894241838	Product card	-	N/A	-	-	Exploring	Exploring	N/A	5.094	0	0.000	0.000	4258	96	2.25%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1730935701878837294	Product card	-	N/A	-	-	Exploring	Exploring	N/A	7.201	0	0.000	0.000	7084	86	1.21%	0.00%	-	-	-	-	-	-	USD
TRIPOD GUITAR STAND	1872023345120273	1730947832891084846	Video	Side note…. I still have guitars in corners… I’ve ordered another one! #musiciansoftiktok #guitar #christmasgiftideas #tiktokshopcreatorpicks #tiktokshopfalldealsforyou 	7560095866644679950	melissachristian923 🚌 ❌	2025-10-11 17:33	Ineligible	Unavailable	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
GUITAR STOOL	1872025698491474	1732438386876977198	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.541	0	0.000	0.000	998	17	1.70%	0.00%	-	-	-	-	-	-	USD
KEYBORARD STAND BENCH COMBO	1872051299399841	1730947702354776110	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.002	0	0.000	0.000	18	0	0.00%	0.00%	-	-	-	-	-	-	USD
PARENT 06 CW	1871262027233521	1731642607158464558	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.000	0	0.000	0.000	0	0	0.00%	0.00%	-	-	-	-	-	-	USD
DRUM MIC	1871983978647873	1732077534357196846	Product card	-	N/A	-	-	Exploring	Exploring	N/A	9.783	0	0.000	0.000	10119	121	1.20%	0.00%	-	-	-	-	-	-	USD
A FRAME GUITAR STAND	1872069106454578	1730947840681938990	Product card	-	N/A	-	-	Exploring	Exploring	N/A	1.546	0	0.000	0.000	981	10	1.02%	0.00%	-	-	-	-	-	-	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1731036643559051310	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.002	0	0.000	0.000	10	0	0.00%	0.00%	-	-	-	-	-	-	USD
A FRAME GUITAR STAND	1872069106454578	N/A	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.190	0	0.000	0.000	0	0	0.00%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1730935620768403502	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.561	0	0.000	0.000	357	2	0.56%	0.00%	-	-	-	-	-	-	USD
GUITAR STOOL	1872025698491474	1732457409420169262	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.718	0	0.000	0.000	1152	17	1.48%	0.00%	-	-	-	-	-	-	USD
GUITAR STOOL	1872025698491474	1732372277263175726	Product card	-	N/A	-	-	Exploring	Exploring	N/A	1.505	0	0.000	0.000	927	18	1.94%	0.00%	-	-	-	-	-	-	USD
GUITAR RACK	1872024508866833	1730947803877576750	Video	Sturdy and durable five core guitar stand.  #guitarstand #guitarrack #musicequipment #guitartok 	7588631068249558302	FancyThat	2025-12-27 15:04	Ineligible	Unavailable	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
PIANO AND KEYBOARD BENCH	1872052711552082	1730947746146390062	Video	"🎹 Tired of back pain while playing your keyboard or piano?
Upgrade your setup with the 5 Core X-Style Padded Bench — built for comfort, stability, and style!

✅ Ultra-thick cushion for long practice sessions
✅ 4-level adjustable height for all players
✅ Strong X-frame supports up to 340 lbs
✅ Foldable & portable — perfect for gigs or studio

Whether you're jamming at home or playing on stage, this bench is your perfect music partner.
🎵 Tap “Shop Now” and elevate your performance! #TikTokMadeMeBuyIt #MusicGear #PianoBench #KeyboardSetup #StudioEssentials #MusicianLife #PracticeMakesPerfect #GigReady #MusicLovers #ComfortFirst #AdjustableBench #FYP #AmazonFinds #MusicTikTok #XStyleBench"	7520343835273071886	5 Core Inc	2025-06-26 14:35	Ineligible	Authorization needed	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
SHEET MUSIC STAND	1872070461416593	N/A	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.000	0	0.000	0.000	0	0	0.00%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE	1871985994267697	1730935701334757422	Product card	-	N/A	-	-	Exploring	Exploring	N/A	8.809	0	0.000	0.000	8501	102	1.20%	0.00%	-	-	-	-	-	-	USD
A FRAME GUITAR STAND	1872069106454578	1730947792480014382	Product card	-	N/A	-	-	Exploring	Exploring	N/A	1.577	0	0.000	0.000	993	11	1.11%	0.00%	-	-	-	-	-	-	USD
TRIPOD MIC STAND	1872057135332658	1731768229364076590	Video		7620962075199720718	5 Core Inc	2026-03-24 18:05	Ineligible	Unavailable	TikTok Shop official account	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
SPEAKER STAND	1872055844656625	1731767347707547694	Product card	-	N/A	-	-	Exploring	Exploring	N/A	0.634	0	0.000	0.000	879	13	1.48%	0.00%	-	-	-	-	-	-	USD
GUITAR RACK	1872024508866833	1730947818316992558	Product card	-	N/A	-	-	Exploring	Exploring	N/A	26.938	0	0.000	0.000	9466	139	1.47%	0.00%	-	-	-	-	-	-	USD
A FRAME GUITAR STAND	1872069106454578	1732321191190564910	Video	"Upgrade your setup with this heavy-duty 3-in-1 stand designed for stability, versatility, and everyday use. Ideal for home studios, live performances, and content creation.

Durable metal construction for long-lasting performance
Adjustable height to fit different setups
Multi-purpose design for microphone, instrument, or gear
Foldable and easy to carry and store

Fast shipping across the USA. Limited stock available. Tap Shop Now to order today. #magneticphoneholderforgym #guitarstrap #smartelectricguitar #tabletholderstand #poolequipment #golfequipmentreview #golfclubreviews #foldablerockingchair #carphoneholderstand #portablegarage #Here’s #a #**clean, #US-market #optimized #TikTok #Shop #description #and #hashtags #(no #emojis):** #--- #Description #Upgrade #your #setup #with #this #heavy-duty #3-in-1 #stand #designed #for #stability, #versatility, #everyday #use. #Ideal #home #studios, #live #performances, #content #creation. #* #Durable #metal #construction #long-lasting #performance #Adjustable #height #to #fit #different #setups #Multi-purpose #design #microphone, #instrument, #or #gear #Foldable #easy #carry #store #Fast #shipping #across #the #USA. #Limited #stock #available. #Tap #Now #order #today. #Hashtags #TikTokShopUS #ShopNow #TikTokMadeMeBuyIt #USAMarket #MusicGear #StudioSetup #HomeStudio #MicStand #GuitarStand #ContentCreator #StageSetup #PortableGear #ProAudio #MusiciansOfTikTok #BandLife #GearUpgrade"	7631298720105123085	5 Core Inc	2026-04-21 14:37	Explored	Performing	TikTok Shop official account	12.340	0	0.000	0.000	295	8	2.71%	0.00%	25.44%	9.89%	5.65%	2.12%	0.71%	0.00%	USD
DRUM THRONE	1871985994267697	1730935693601902638	Video	#tiktokshopcreatorpicks #fyp #trending 	7553042360955948318	O & J	2025-09-22 17:22	Ineligible	Unavailable	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
SPEAKER STAND	1872055844656625	1730941357027790894	Video		7620962101275692301	5 Core Inc	2026-03-24 18:05	Ineligible	Unavailable	TikTok Shop official account	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
GUITAR STOOL	1872025698491474	1732457423907688494	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.372	0	0.000	0.000	906	13	1.43%	0.00%	-	-	-	-	-	-	USD
KEYBOARD STAND	1872054276884850	1730947704424271918	Product card	-	N/A	-	-	Exploring	Exploring	N/A	7.663	0	0.000	0.000	8840	153	1.73%	0.00%	-	-	-	-	-	-	USD
A FRAME GUITAR STAND	1872069106454578	1730812198966562862	Product card	-	N/A	-	-	Exploring	Exploring	N/A	2.805	0	0.000	0.000	999	9	0.90%	0.00%	-	-	-	-	-	-	USD
DRUM THRONE BACKREST	1872022557764657	1731749489547317294	Product card	-	N/A	-	-	Exploring	Exploring	N/A	12.134	0	0.000	0.000	16266	116	0.71%	0.00%	-	-	-	-	-	-	USD
TRIPOD GUITAR STAND	1872023345120273	1730947832891084846	Video	#guitarra #bass #stand #paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii #tiktokshop 	7567478357399489847	JulioDanilo Ramos	2025-10-31 15:01	Ineligible	Authorization needed	Affiliate mass authorization	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
SPEAKER STAND	1872055844656625	N/A	Video	"Upgrade your audio setup with this adjustable height speaker stand designed for professional performance and stability. Extending from 31 to 54 inches, it allows precise speaker positioning for DJs, live events, studio sessions, and stage use. Built with heavy-duty steel construction, it supports up to 132 lbs, making it ideal for PA systems, large speakers, and studio monitors.

The universal 35mm pole ensures compatibility with most speakers on the market, while the secure locking pin and tension knob keep your equipment safely in place. Featuring a wide tripod base with 380mm legs, this stand delivers excellent balance and reliability on any surface. #speakerstand #djgear #audiosetup #pamonitor #soundsystem #djsetup #studiogear #livemusicgear #eventsetup #professionalaudio #tripodstand #djlife #musicproduction #stageequipment #audiogear #contentcreatorgear #homestudio #soundequipment #usmarket #tiktokshop"	7632010053561699598	5 Core Inc	2026-04-23 12:37	Ineligible	Authorization needed	N/A	0.000	0	0.000	0.000	0	0	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	USD
