Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Order basic information	Taxes on non-order income	Number of items sold	Province	City	Buyer Tax ID	ID card	Seller Tax ID	Product Origin
Normal Order	GSU18248T000W0B		Delivered	direct	No	No	No	No	5 CORE Soporte de teclado con forma de X de 5 núcleos, ajustable en altura, plegable y portátil para teclados y controladores DJ	KS 1X WH	White(白色)-	KS 1X WH	I7mmwetc0v1hv5	sh260319030327701597765	19138959198	Delivered	Stocking	Not replaced			No	2026-July-01 21:01			2026-July-14 00:59	2026-July-07 08:10	GFUS01059783970817	GWU2607025064598530	USD	17.84	0	0	2.14	15.7	0	0	1.2	1	NORTH CAROLINA	Creedmoor				
Normal Order	GSU18238Q00MTB8		Delivered	direct	No	No	No	No	5 Core Mic Stand Floor Pair Universal Height Adjustable Tripod Microphone Stands W Boom Arm	MS 080 WH 2 PCS	White(白色)-	MS 080 WH 2 PCS	I8molqkansm2gp	sh260501010101455536968	19138118243	Delivered	Stocking	Not replaced			No	2026-July-01 20:03			2026-July-14 00:59	2026-July-07 08:11	GFUS01059783912002	GWU2607025064400899	USD	22.99	0	0	2.76	20.23	0	0	1.9	1	TEXAS	Dallas				
Normal Order	GSU18235Q0024J2		Delivered	direct	No	No	No	No	5 Core Megaphone 30W Bull Horn PA Speaker W 800Yard Range	6R	White(白色)-	6R	I18ea0hs9oqy	se25050433167929536	19137859073	Delivered	Stocking	Not replaced			No	2026-July-01 19:46			2026-July-14 00:59	2026-July-08 17:13	GFUS01059783856321	GWU2607025064335361	USD	15.19	0	0	1.22	13.97	0	0	0.91	1	MARYLAND	Baltimore				
Normal Order	GSU18257Q00NQVP		Delivered	direct	No	No	No	No	5 Core Projector Stand Floor Adjustable 53" Universal Projectors Support For Home Office & Studio	PS RB 135 WH		PS RB 135 WH	I7mnuz9bs5k24l	se260412073747112379630	19137771358	Delivered	Stocking	Not replaced			No	2026-July-01 19:40			2026-July-14 00:59	2026-July-07 11:14	GFUS01059783775490	GWU2607025064336386	USD	20.4	0	0	1.63	18.77	0	0	1.69	1	TEXAS	Humble				
Normal Order	GSU18211W00NJSQ		Customer Refunded	direct	No	No	No	No	5 Core 8" Subwoofer 500W Car Audio 4Ohm Sub Woofer Speaker	WF 8"-890 1PC	Black(黑色)-	WF 8"-890 1PC	I18gptnyu904	sl25050798628200090	19135561878	Customer Refunded	Stocking	Not replaced			No	2026-July-01 16:39			2026-July-14 00:59	2026-July-07 05:53	GFUS01059783504257	GWU2607025064008705	USD	15.8	0	0	1.9	13.9	0	0	1.03	1	FLORIDA	Orlando				
Normal Order	GSU18206200NY0U		Delivered	direct	No	No	No	No	5 Core Projector Stand Floor Adjustable 53" Universal Projectors Support For Home Office & Studio	PS RB 135 WH		PS RB 135 WH	I7mnuz9bs5k24l	se260412073747112379630	19134040393	Delivered	Stocking	Not replaced			No	2026-July-01 14:15			2026-July-14 00:59	2026-July-08 11:38	GFUS01059783352705	GWU2607025063812099	USD	20.4	0	0	1.63	18.77	0	0	1.97	1	CALIFORNIA	Los Angeles				
Normal Order	GSU1824320020GT		Delivered	direct	No	No	No	No	5 CORE 5Core Tripod Mic Stand 2Pcs Adjustable Holder Floor Microphone Boom Arm	MS 080 2PCS	Red(红色)-	MS 080 RED 2PC	I75cqra4c4cj	sl25053159348799187	19133777163	Delivered	Stocking	Not replaced			No	2026-July-01 13:50			2026-July-14 00:59	2026-July-06 10:01	GFUS01059782787264	GWU2607025063746563	USD	29.99	0	0	3.6	26.39	0	0	1.99	1	NEW JERSEY	Trenton				
Normal Order	GSU1822010010K0		Delivered	direct	No	No	No	No	5 CORE Music Stand For Sheet Music Tripod Height Adjustable Portable Folding Note Holder Atril Para Partituras W Light Clip - MUS FLD HD ACC BLK	MUS FLD HD ACC BLK	Black(黑色)-	MUS FLD HD ACC BLK	I14lipm41ucv	sl25042900160069869	19133427243	Delivered	Stocking	Not replaced			No	2026-July-01 13:16			2026-July-14 00:59	2026-July-09 07:40	GFUS01059782731968	GWU2607025063548929	USD	21.86	0	0	2.62	19.24	0	0	1.16	1	VIRGINIA	Fredericksburg				
Normal Order	GSU18122B00NDB7		Delivered	direct	No	No	No	No	5 CORE Micrófono inalámbrico Bluetooth de 5 núcleos con altavoz para karaoke	WM SPK BLU	Blue(蓝色)-	WM SPK BLU	I08e9xp4wmek	se25050497677133391	19130230288	Delivered	Stocking	Not replaced			No	2026-July-01 08:05			2026-July-14 00:59	2026-July-04 07:47	GFUS01059628072064	GWU2607015563383811	USD	10.99	0	0	0.88	10.11	0	0	0.77	1	SOUTH CAROLINA	Easley				
Normal Order	GSU18150W00MHU5		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLU	Blue(蓝色)-	WM SPK BLU	I08e9xp4wmek	se25050497677133391	19122797573	Delivered	Stocking	Not replaced			No	2026-June-30 16:56			2026-July-11 00:59	2026-July-05 12:12	GFUS01059605433472	GWU2607014838621185	USD	10.99	0	0	0.88	10.11	0	0	0.77	1	FLORIDA	Sunrise				
Normal Order	GSU18125W00M83P		Delivered	direct	No	No	No	No	5 Core Megaphone 30W Bull Horn PA Speaker W 800Yard Range	6R	White(白色)-	6R	I18ea0hs9oqy	se25050433167929536	19122741963	Delivered	Stocking	Not replaced			No	2026-June-30 16:50			2026-July-11 00:59	2026-July-04 14:00	GFUS01059605316865	GWU2607014836264963	USD	15.19	0	0	1.22	13.97	0	0	1.35	1	GEORGIA	Atlanta				
Normal Order	GSU18135100M1PU		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Stand Floor Extending Boom Arm Adjustable	MS 080 SKY BLU	Blue(蓝色)-	MS 080 SKY BLU	I74n75lg6xn9	sl25042988302269099	19120079153	Delivered	Stocking	Not replaced			No	2026-June-30 12:23			2026-July-11 00:59	2026-July-07 09:08	GFUS01059605547392	GWU2607014842225666	USD	15.2	0	0	1.82	13.38	0	0	1.46	1	LOUISIANA	Shreveport				
Normal Order	GSU18N11F0007N3		Delivered	direct	No	No	No	No	5 Core Projector Stand Floor Adjustable 66" Universal Projectors Support For Home Office & Studio	PS RB 167 BLK		PS RB 167 BLK	I8mnuzgfrgrtvm	se260412074091717664878	19118212248	Delivered	Stocking	Not replaced			No	2026-June-30 09:17			2026-July-11 00:59	2026-July-03 11:55	92346902673388000020319212	GWU2607010713066500	USD	20.63	0	0	1.65	18.98	0	0	1.24	1	DISTRICT OF COLUMBIA	Washington				
Normal Order	GSU18N34B000QT9		Delivered	direct	No	No	No	No	5 Core Triple Guitar Stand Floor For Acoustic Electric Bass	GSH 3N1	Black(黑色)-	GSH 3N1	I084yvbchpl3	sl25042373727222652	19117309448	Delivered	Stocking	Not replaced			No	2026-June-30 07:33			2026-July-11 00:59	2026-July-02 10:03	92346902673388000020319243	GWU2607010713195522	USD	21.99	0	0	2.64	19.35	0	0	0	1	DELAWARE	Dover				
Normal Order	GSU18N63A00MUTC		Delivered	direct	No	No	No	No	5 CORE 5Core Capo 4Pcs Acoustic Electric Guitar 6 String Kapo Clip For Banjo Mandolin Ukulele	CAPO BLUE 4Pk	Blue(蓝色)-	CAPO BLUE 4Pk	I6moki1xhr2ebm	sh260430041695977274156	19116990958	Delivered	Stocking	Not replaced			No	2026-June-30 06:45			2026-July-11 00:59	2026-July-06 09:52	92001902673388000041752843	GWU2607010713066499	USD	8.73	0	0	1.05	7.68	0	0	0.73	1	MINNESOTA	Prior Lake				
Normal Order	GSU18N41R00NWB5		Customer Refunded	direct	No	No	No	No	5 Core Megaphone 30W Bull Horn PA Speaker W 800Yard Range	6R	White(白色)-	6R	I18ea0hs9oqy	se25050433167929536	19116221678	Customer Refunded	Stocking	Not replaced			No	2026-June-30 03:27			2026-July-11 00:59	2026-July-02 12:36	92346902673388000020319229	GWU2607010713132033	USD	15.19	0	0	1.22	13.97	0	0	0.92	1	PENNSYLVANIA	Southampton				
Normal Order	GSU18N23T00MWV2		Delivered	direct	No	No	No	No	5 Core Keyboard Bench 3" Padded Piano Stool Adjustable 20.5"	KBB BLK HD	Black(黑色)-	KBB BLK HD	I14owex67h79	sl25050377211813347	19113164083	Delivered	Stocking	Not replaced			No	2026-June-29 20:49			2026-July-10 00:59	2026-July-06 08:55	92346902673388000020319175	GWU2607010713129984	USD	24.99	0	0	3	21.99	0	0	2.52	1	CALIFORNIA	San Jose				
Normal Order	GSU18N29Q001F0R		Delivered	direct	No	No	No	No	5 Core Mic Stand Floor Pair Height Adjustable Universal Heavy Weight Microphone Stands Round Base	MS RBL 3T 2PCS	Black(黑色)-	MS RBL 3T 2PCS	I75yu9vco3mi	sl25062669411165880	19112008923	Delivered	Stocking	Not replaced			No	2026-June-29 19:35			2026-July-10 00:59	2026-July-03 09:49	9334610990370297208635	GWU2607014889283585	USD	38.99	0	0	4.68	34.31	0	0	2.73	1	INDIANA	Washington				
Normal Order	GSU18N26Q00N0W3		Delivered	direct	No	No	No	No	5 Core Speaker Stand Tripod Heavy Duty Adjustable 60" Universal Mount For PA DJ Studio	SS HD 1PK 5FT	Black(黑色)-	2a9ba901492a4ecb845002a60d2d2523	I7mlezsxjcta22	sh260209175175595510443	19111953253	Delivered	Stocking	Not replaced			No	2026-June-29 19:32			2026-July-10 00:59	2026-July-06 07:01	92346902673388000020319267	GWU2607010713133057	USD	17.08	0	0	2.05	15.03	0	0	1.39	1	MINNESOTA	Minneapolis				
Normal Order	GSU18N574000FJU		Delivered	direct	No	No	No	No	5 Core Megaphone 30W Bull Horn PA Speaker W 800Yard Range	6R	White(白色)-	6R	I18ea0hs9oqy	se25050433167929536	19111396788	Delivered	Stocking	Not replaced			No	2026-June-29 18:52			2026-July-10 00:59	2026-July-03 14:07	92346902673388000020319236	GWU2607010713132034	USD	15.19	0	0	1.22	13.97	0	0	1.25	1	TEXAS	Austin				
Normal Order	GSU18N07W00NQLV		Delivered	direct	No	No	No	No	5 CORE 5Core 6x9 Car Speaker Audio 800W 4Ohm 4 Way Coaxial Speaker	CS 69 4W	Black(黑色)-	CS 69 4W	I18k8j85ev68	sq25050711183576637	19109994093	Delivered	Stocking	Not replaced			No	2026-June-29 16:46			2026-July-10 00:59	2026-July-02 08:00	92346902673388000020319199	GWU2607010713067523	USD	29.99	0	0	3.6	26.39	0	0	1.8	1	WEST VIRGINIA	Bartow				
Normal Order	GSU18N36W001AGF		Delivered	direct	No	No	No	No	5 Core Mic Stand Floor Universal Height Adjustable Tripod Microphone Stands Holds 2 Mics W Extending Telescoping Boom Arm Foldable Portable For Studio On Stage	MS DBL G YLW	Yellow(黄色)-	MS DBL G YLW	I74n755ucsp2	sl25042927273760867	19109852863	Delivered	Stocking	Not replaced			No	2026-June-29 16:32			2026-July-10 00:59	2026-July-05 08:52	92346902673388000020319205	GWU2607010713129985	USD	13.64	0	0	1.64	12	0	0	0.58	1	MISSOURI	Republic				
Normal Order	GSU18N46100NDXL		Delivered	direct	No	No	No	No	5 CORE Micrófono inalámbrico Bluetooth para karaoke, todo en uno, portátil y de mano, con altavoz, grabadora - WM SPK BLK	WM SPK BLK	Black(黑色)-	WM SPK BLK	I14pnvtrhgdi	se25050403712212187	19107730068	Delivered	Stocking	Not replaced			No	2026-June-29 12:56			2026-July-10 00:59	2026-July-03 13:04	92001902673388000041752836	GWU2607010712998912	USD	10.99	0	0	0.88	10.11	0	0	0.8	1	TEXAS	Houston				
Normal Order	GSU18N38N00NSLQ		Delivered	direct	No	No	No	No	5 CORE Capo de ajuste rápido y fácil para guitarra acústica eléctrica de 6 cuerdas, clásico con pinza - Para banjo, mandolina o ukulele - CAPO ROJO	CAPO RED	Red(红色)-	CAPO RED	I08dig73upkb	sl25050325162656913	19107032678	Delivered	Stocking	Not replaced			No	2026-June-29 11:44			2026-July-10 00:59	2026-July-04 13:32	GFUS01059298856256	GWU2606300728069122	USD	6.76	0	0	0.81	5.95	0	0	0.47	1	NORTH CAROLINA	Fayetteville				
Normal Order	GSU18M35B0011KH		Delivered	direct	No	No	No	No	5 CORE Soporte de piso ajustable de 53" para proyector con 5 núcleos, universal para uso doméstico, oficina y estudio	PS RB 135 WH		PS RB 135 WH	I7mnuz9bs5k24l	se260412073747112379630	19104949413	Delivered	Stocking	Not replaced			No	2026-June-29 07:44			2026-July-10 00:59	2026-July-03 08:25	GFUS01059278209472	GWU2606300329284610	USD	20.4	0	0	1.63	18.77	0	0	2.08	1	ILLINOIS	Chicago				
Normal Order	GSU18M44400MSRH		Delivered	direct	No	No	No	No	5 Core Mic Stand Floor Universal Height Adjustable Tripod Microphone Stands Holds 2 Mics W Extending Telescoping Boom Arm Foldable Portable For Studio On Stage	MS DBL G YLW	Yellow(黄色)-	MS DBL G YLW	I74n755ucsp2	sl25042927273760867	19097429418	Delivered	Stocking	Not replaced			No	2026-June-28 18:56			2026-July-09 00:59	2026-July-07 21:10	GFUS01059278279041	GWU2606300329284609	USD	13.64	0	0	1.64	12	0	0	1.4	1	WASHINGTON	Bellevue				
Normal Order	GSU18058A000MWG		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLU	Blue(蓝色)-	WM SPK BLU	I08e9xp4wmek	se25050497677133391	19089384563	Delivered	Stocking	Not replaced			No	2026-June-28 06:39			2026-July-09 00:59	2026-July-06 11:18	GFUS01059131188482	GWU2606290988176387	USD	10.99	0	0	0.88	10.11	0	0	0.77	1	FLORIDA	Doral				
Normal Order	GSU18041R00M5P7		Delivered	direct	No	No	No	No	5 Core Triple Guitar Stand Floor For Acoustic Electric Bass	GSH 3N1	Black(黑色)-	GSH 3N1	I084yvbchpl3	sl25042373727222652	19088854733	Delivered	Stocking	Not replaced			No	2026-June-28 03:26			2026-July-09 00:59	2026-July-04 08:23	GFUS01059131452544	GWU2606290996241409	USD	21.99	0	0	2.64	19.35	0	0	1.32	1	PENNSYLVANIA	Horsham				
Normal Order	GSU18064600MLTA		Delivered	direct	No	No	No	No	5 Core Keyboard Stand Height Adjustable One Hand Trigger Quick Release Portable Key Board DJ Stands	KS 2X HAND	Black(黑色)-	KS 2X HAND	I63flzdqfwpn	se25092323829299955	19087687078	Delivered	Stocking	Not replaced			No	2026-June-27 22:56			2026-July-09 00:59	2026-July-06 13:24	GFUS01059131635904	GWU2606291002267650	USD	19.27	0	0	2.31	16.96	0	0	1.35	1	FLORIDA	Fort Lauderdale				
Normal Order	GSU18044T00N1A8		Delivered	direct	No	No	No	No	5 Core Mic Stand Floor Pair Universal Height Adjustable Tripod Microphone Stands W Boom Arm	MS 080 SKY BLU 2 PCS	Sky Blue(天蓝色)-	MS 080 SKY BLU 2 PCS	I2molqdc6z3530	sh260501005607078852085	19086538353	Delivered	Stocking	Not replaced			No	2026-June-27 20:59			2026-July-09 00:59	2026-July-04 12:05	GFUS01059131852288	GWU2606291008693248	USD	22.99	0	0	2.76	20.23	0	0	1.61	1	SOUTH CAROLINA	Fort Mill				
Normal Order	GSU18047T00MUJW		Delivered	direct	No	No	No	No	5 Core Microphone Stand 3 Level Height Adjustable 24-67" W Heavy Duty Round Base Floor Mic Stands	MS RBL 3T	Black(黑色)-	MS RBL 3T	I48bnr4mzco8	sl25042995694041321	19086322758	Delivered	Stocking	Not replaced			No	2026-June-27 20:40			2026-July-09 00:59	2026-July-04 07:46	GFUS01059132003650	GWU2606291013673985	USD	23.99	0	0	2.88	21.11	0	0	1.92	1	GEORGIA	Riverdale				
Normal Order	GSU180094001X39		Delivered	direct	No	No	No	No	5 CORE Micrófono dinámico profesional de 5 núcleos con conector XLR para karaoke y canto	ND 58		ND 58	I4mnz0gsojutor	se260415032125176945471	19084929828	Delivered	Stocking	Not replaced			No	2026-June-27 18:42			2026-July-09 00:59	2026-July-03 08:42	GFUS01059132096960	GWU2606291016621058	USD	16.99	0	0	1.36	15.63	0	0	1.44	1	ILLINOIS	West Chicago				
Normal Order	GSU18050100MR5E		Delivered	direct	No	No	No	No	5 CORE 5Core Guitar Footrest Adjustable Foot Stool Classic Leg Rest	GFS WHTE	White(白色)-	GFS WHTE	I18buq7qmz3h	sl25042688130594255	19081373548	Delivered	Stocking	Not replaced			No	2026-June-27 13:01			2026-July-09 00:59	2026-July-03 09:54	GFUS01058961604096	GWU2606281225943043	USD	11.39	0	0	1.37	10.02	0	0	0.94	1	TEXAS	San Antonio				
Normal Order	GSU1801910002K4		Delivered	direct	No	No	No	No	5 Core Microphone Clip Holder 6 Pieces With Screw Adapters 5/8 To 3/8 Inch	MC 123478 6PCS	one-size(均码)-	MC 123478 6PCS	I8moltl3vj2l1i	se260501022781652070714	19081307463	Delivered	Stocking	Not replaced			No	2026-June-27 12:55			2026-July-09 00:59	2026-July-03 09:54	GFUS01058961528064	GWU2606281225943042	USD	9.59	0	0	0.77	8.82	0	0	0.99	1	ILLINOIS	Skokie				
Normal Order	GSU17P21F00NGHM		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLU	Blue(蓝色)-	WM SPK BLU	I08e9xp4wmek	se25050497677133391	19078727223	Delivered	Stocking	Not replaced			No	2026-June-27 08:29			2026-July-09 00:59	2026-July-03 10:41	GFUS01058961375680	GWU2606281225877506	USD	10.44	0	0	0.84	9.6	0	0	0.81	1	OHIO	Toledo				
Normal Order	GSU17P485000DWY		Delivered	direct	No	No	No	No	5 CORE Micrófono inalámbrico Bluetooth para karaoke, todo en uno, portátil y de mano, con altavoz, grabadora - WM SPK BLK	WM SPK BLK	Black(黑色)-	WM SPK BLK	I14pnvtrhgdi	se25050403712212187	19075280588	Delivered	Stocking	Not replaced			No	2026-June-26 21:41			2026-July-09 00:59	2026-July-06 12:06	92001902673388000035920661	GWU2606281220505602	USD	10.44	0	0	0.84	9.6	0	0	0.81	1	CALIFORNIA	Rialto				
Normal Order	GSU17P485000DWY		Delivered	direct	No	No	No	No	5 CORE Micrófono inalámbrico Bluetooth para karaoke, todo en uno, portátil y de mano, con altavoz, grabadora - WM SPK BLK	WM SPK BLK	Black(黑色)-	WM SPK BLK	I14pnvtrhgdi	se25050403712212187	19075280593	Delivered	Stocking	Not replaced			No	2026-June-26 21:41			2026-July-09 00:59	2026-July-06 12:06	92001902673388000035920661	GWU2606281220505602	USD	10.44	0	0	0.84	9.6	0	0	0.8	1	CALIFORNIA	Rialto				
Normal Order	GSU17P12Q0006NQ		Delivered	direct	No	No	No	No	5 CORE Soporte de micrófono de altura ajustable de mesa de 7,5 a 12 pulgadas, trípode de sobremesa, soporte portátil de escritorio, incluye pinza universal para micrófono - MS MINI TRI CH	MS MINI TRI CH	Black(黑色)-	MS MINI TRI CH	I18dio71sgk6	sl25050321223244100	19073793648	Delivered	Stocking	Not replaced			No	2026-June-26 19:46			2026-July-09 00:59	2026-July-06 16:20	92001902673388000035920081	GWU2606281217421313	USD	8.54	0	0	1.02	7.52	0	0	0.83	1	ARIZONA	Coolidge				
Normal Order	GSU17E11C00NYCT		Customer Refunded	direct	No	No	No	No	5 Core 8" Subwoofer 500W Car Audio 4Ohm Sub Woofer Speaker	WF 8"-890 1PC	Black(黑色)-	WF 8"-890 1PC	I18gptnyu904	sl25050798628200090	19057147823	Customer Refunded	Stocking	Not replaced			No	2026-June-25 16:17			2026-July-08 00:59	2026-July-01 07:50	GFUS01058899477570	GWU2606274939932672	USD	16.78	0	0	2.01	14.77	0	0	1.09	1	FLORIDA	Orlando				
Normal Order	GSU17E19000MDBG		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLK	Black(黑色)-	WM SPK BLK	I14pnvtrhgdi	se25050403712212187	19053446758	Delivered	Stocking	Not replaced			No	2026-June-25 10:19			2026-July-08 00:59	2026-June-30 04:57	GFUS01058766030080	GWU2606270678518787	USD	10.44	0	0	0.84	9.6	0	0	0.63	1	VIRGINIA	Ashburn				
Normal Order	GSU17D633000342		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLK	Black(黑色)-	WM SPK BLK	I14pnvtrhgdi	se25050403712212187	19044351238	Delivered	Stocking	Not replaced			No	2026-June-24 18:18			2026-July-07 00:59	2026-July-01 09:20	GFUS01058578365504	GWU2606260294405123	USD	10.44	0	0	0.84	9.6	0	0	1.11	1	CALIFORNIA	Compton				
Normal Order	GSU17D40100NY2X		Delivered	direct	No	No	No	No	5 Core Megaphone 30W Bull Horn PA Speaker W 800Yard Range	6R	White(白色)-	6R	I18ea0hs9oqy	se25050433167929536	19041399743	Delivered	Stocking	Not replaced			No	2026-June-24 13:20			2026-July-07 00:59	2026-June-30 09:19	92346902673388000016980839	GWU2606270630876161	USD	15.19	0	0	1.22	13.97	0	0	1.32	1	KANSAS	Great Bend				
Normal Order	GSU17D37100N3TF		Delivered	direct	No	No	No	No	5 CORE Subwoofer de 8 pulgadas • 500W PMPO 4 ohmios Altavoz de graves para automóvil • Altavoz de repuesto con bobina de voz de 0.81" • Altavoces para auto- WF 8"-890 1 pieza	WF 8"-890 1PC	Black(黑色)-	WF 8"-890 1PC	I18gptnyu904	sl25050798628200090	19040904183	Delivered	Stocking	Not replaced			No	2026-June-24 12:29			2026-July-07 00:59	2026-July-04 08:23	GFUS01058420380226	GWU2606250891100161	USD	16.78	0	0	2.01	14.77	0	0	1.18	1	FLORIDA	Miami				
Normal Order	GSU17V139001E8G		Delivered	direct	No	No	No	No	5 CORE Soporte de teclado con forma de X de 5 núcleos, ajustable en altura, plegable y portátil para teclados y controladores DJ	KS 1X WH	White(白色)-	KS 1X WH	I7mmwetc0v1hv5	sh260319030327701597765	19037576638	Delivered	Stocking	Not replaced			No	2026-June-24 05:52			2026-July-07 00:59	2026-June-29 07:54	GFUS01058391635456	GWU2606245633742852	USD	17.84	0	0	2.14	15.7	0	0	1.13	1	CONNECTICUT	New Britain				
Normal Order	GSU17V487000MJD		Delivered	direct	No	No	No	No	5 Core Microphone Stand Floor Adjustable Extendable Boom Arm	MS DBL G SKY BLU	Blue(蓝色)-	MS DBL G SKY BLU	I18fbu0tpk16	sl25042932573475500	19036324858	Delivered	Stocking	Not replaced			No	2026-June-24 02:21			2026-July-07 00:59	2026-June-26 12:52	GFUS01058362401216	GWU2606244698608640	USD	17.66	0	0	2.12	15.54	0	0	1.23	1	INDIANA	Indianapolis				
Normal Order	GSU17V47X00MKTM		Delivered	direct	No	No	No	No	5 Core Microphone Stand 3 Level Height Adjustable 24-67" W Heavy Duty Round Base Floor Mic Stands	MS RBL 3T	Black(黑色)-	MS RBL 3T	I48bnr4mzco8	sl25042995694041321	19035251578	Delivered	Stocking	Not replaced			No	2026-June-23 23:54			2026-July-03 00:59	2026-June-28 13:53	GFUS01058362577993	GWU2606244703460353	USD	23.99	0	0	2.88	21.11	0	0	2.16	1	ARKANSAS	Benton				
Normal Order	GSU17V405000WH2		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLK	Black(黑色)-	WM SPK BLK	I14pnvtrhgdi	se25050403712212187	19034550413	Delivered	Stocking	Not replaced			No	2026-June-23 22:21			2026-July-03 00:59	2026-June-26 09:34	GFUS01058363561280	GWU2606244735375361	USD	10.44	0	0	0.84	9.6	0	0	0.68	1	OHIO	West Chester				
Normal Order	GSU17V43W000W1D		Delivered	direct	No	No	No	No	5 CORE 5Core Tripod Mic Stand 2Pcs Adjustable Holder Floor Microphone Boom Arm	MS 080 2PCS	Red(红色)-	MS 080 RED 2PC	I75cqra4c4cj	sl25053159348799187	19030925418	Delivered	Stocking	Not replaced			No	2026-June-23 17:11			2026-July-03 00:59	2026-June-26 08:11	GFUS01058362705923	GWU2606244707520514	USD	29.99	0	0	3.6	26.39	0	0	2.62	1	ILLINOIS	Rockford				
Normal Order	GSU17V59C000F7R		Delivered	direct	No	No	No	No	5 Core Megaphone 30W Bull Horn PA Speaker W 800Yard Range	6R	White(白色)-	6R	I18ea0hs9oqy	se25050433167929536	19030189428	Delivered	Stocking	Not replaced			No	2026-June-23 15:57			2026-July-03 00:59	2026-June-28 08:42	GFUS01058362841090	GWU2606244711980032	USD	15.19	0	0	1.22	13.97	0	0	0.96	1	CONNECTICUT	Bethel				
Normal Order	GSU17V56U001RHP		Delivered	direct	No	No	No	No	5 CORE 5Core Sheet Music Stand Height Adjustable Foldable Bookstand	MUS FLD HD ACC PNK	Pink(粉色)-	MUS FLD HD ACC PNK	I48a4rnok5kr	sl25042917011091000	19029802143	Delivered	Stocking	Not replaced			No	2026-June-23 15:19			2026-July-03 00:59	2026-June-27 14:43	GFUS01058363041089	GWU2606244726329344	USD	23.99	0	0	2.88	21.11	0	0	1.44	1	KENTUCKY	Lexington				
Normal Order	GSU17V262001KN2		Delivered	direct	No	No	No	No	5 CORE 5Core Mic Stand Floor Adjustable Microphone Boom Arm	MS DBL G RED	Red(红色)-	MS DBL G RED	I28fbmclhdah	sl25042983530863535	19028904148	Delivered	Stocking	Not replaced			No	2026-June-23 13:48			2026-July-03 00:59	2026-June-30 09:31	9334610990150185788902	GWU2606244843312129	USD	17.66	0	0	2.12	15.54	0	0	1.24	1	MISSISSIPPI	Meridian				
Normal Order	GSU17V560001XAT		Delivered	direct	No	No	No	No	5 CORE 5Core Megaphone 15W Bull Horn Kid PA Speaker 400 Yard Range	HW 1 SKY BLU	Blue(蓝色)-	HW 1 SKY BLU	I58ea9p0kkkz	se25050407700933067	19026505478	Delivered	Stocking	Not replaced			No	2026-June-23 09:51			2026-July-03 00:59	2026-June-27 08:08	92001902673388000028536480	GWU2606240746066947	USD	11.39	0	0	0.91	10.48	0	0	0.8	1	INDIANA	Muncie				
Normal Order	GSU17J17Q00NHJH		Delivered	direct	No	No	No	No	5 CORE 5Core Microphone Wireless Bluetooth Karaoke Mic With Speaker	WM SPK BLK	Black(黑色)-	WM SPK BLK	I14pnvtrhgdi	se25050403712212187	19020561708	Delivered	Stocking	Not replaced			No	2026-June-22 19:34			2026-July-02 00:59	2026-June-29 15:43	92001902673388000027811229	GWU2606235633086464	USD	10.44	0	0	0.84	9.6	0	0	0.84	1	MINNESOTA	Apple Valley				
Normal Order	GSU17J224001DMJ		Delivered	direct	No	No	No	No	5 CORE Soporte de micrófono de altura ajustable de mesa de 7,5 a 12 pulgadas, trípode de sobremesa, soporte portátil de escritorio, incluye pinza universal para micrófono - MS MINI TRI CH	MS MINI TRI CH	Black(黑色)-	MS MINI TRI CH	I18dio71sgk6	sl25050321223244100	19019651538	Delivered	Stocking	Not replaced			No	2026-June-22 18:24			2026-July-02 00:59	2026-June-27 08:31	GFUS01058210190401	GWU2606235497163778	USD	8.54	0	0	1.02	7.52	0	0	0.76	1	NEW YORK	New York				
Normal Order	GSU17J61U000M4E		Delivered	direct	No	No	No	No	5 Core Speaker Stand Adjustable 31 To 54" PA DJ Tripod Stands Heavy Duty W 35mm Insert 132 Lbs	SS HD 1 PK 4.5 FT RED WOB	Red(红色)-	SS HD 1 PK 4.5 FT RED WOB	I282et8fjgdy	sl25092334699984283	19017127373	Delivered	Stocking	Not replaced			No	2026-June-22 14:32			2026-July-02 00:59	2026-June-29 09:21	92346902673388000013298272	GWU2606235632233474	USD	16.97	0	0	2.04	14.93	0	0	1.15	1	TEXAS	Sandia				
